"constellation","figure_id","order","hip","hd","hr","gl","bf","proper","ra","dec","dist","pmra","pmdec","mag","spect","ci","bayer","flam","con","pole","pole_dist_deg"
"Cen",1,11,66657,118716,5132,"","Eps Cen","",13.664796,-53.466394,131.0616,-14.6,-12.79,2.29,"B1III",-0.171,"Eps",,"Cen","south",36.533606
"Cen",1,12,71683,128620,5459,"Gl 559A","Alp1Cen","Rigil Kentaurus",14.660765,-60.833976,1.3248,-3678.19,481.84,-0.01,"G2V",0.71,"Alp-1",,"Cen","south",29.166024
"Cen",1,13,66657,118716,5132,"","Eps Cen","",13.664796,-53.466394,131.0616,-14.6,-12.79,2.29,"B1III",-0.171,"Eps",,"Cen","south",36.533606
"Cen",1,14,68002,121263,5231,"","Zet Cen","Leepwal",13.925667,-47.288375,117.096,-57.14,-44.75,2.55,"B2.5IV",-0.176,"Zet",,"Cen","south",42.711625
"Cen",1,15,67472,120324,5193,"","Mu  Cen","",13.826943,-42.473732,155.0388,-23.85,-19.22,3.47,"B2IV-Ve",-0.17,"Mu",,"Cen","south",47.526268
"Cen",1,16,67464,120307,5190,"","Nu  Cen","Heng",13.825078,-41.687709,133.8688,-26.01,-20.38,3.41,"B2IV",-0.225,"Nu",,"Cen","south",48.312291
"Cen",1,17,65109,115892,5028,"Gl 508.1","Iot Cen","Kulou",13.343296,-36.712295,18.0213,-340.76,-87.98,2.75,"A2V",0.068,"Iot",,"Cen","south",53.287705
"Cen",1,18,67464,120307,5190,"","Nu  Cen","Heng",13.825078,-41.687709,133.8688,-26.01,-20.38,3.41,"B2IV",-0.225,"Nu",,"Cen","south",48.312291
"Cen",1,19,68933,123139,5288,"Gl 539","5The Cen","Menkent",14.111395,-36.369954,18.0343,-519.29,-517.87,2.06,"K0IIIb",1.011,"The",,"Cen","south",53.630046
"Cen",1,20,67464,120307,5190,"","Nu  Cen","Heng",13.825078,-41.687709,133.8688,-26.01,-20.38,3.41,"B2IV",-0.225,"Nu",,"Cen","south",48.312291
"Cen",1,21,68245,121743,5248,"","Phi Cen","",13.971186,-42.100753,161.0306,-23.68,-19.82,3.83,"B2IV",-0.224,"Phi",,"Cen","south",47.899247
"Cen",1,22,71352,127972,5440,"","Eta Cen","",14.591786,-42.157824,93.7207,-35.31,-32.44,2.33,"B1Vn + A",-0.157,"Eta",,"Cen","south",47.842176
"Cen",1,23,73334,132200,5576,"","Kap Cen","",14.986025,-42.104194,117.5088,-17.76,-21.33,3.13,"B2IV",-0.208,"Kap",,"Cen","south",47.895806
"Cep",1,1,116727,222404,8974,"Gl 903","35Gam Cep","Errai",23.65582,77.632276,14.1024,-48.85,127.18,3.21,"K1IV",1.031,"Gam",,"Cep","north",12.367723999999995
"Cep",1,2,106032,205021,8238,"","8Bet Cep","Alfirk",21.477662,70.560716,210.084,12.6,8.73,3.23,"B2IIIv SB",-0.201,"Bet",,"Cep","north",19.439284
"Cep",1,3,105199,203280,8162,"Gl 826","5Alp Cep","Alderamin",21.30963,62.585573,15.0376,149.91,48.27,2.45,"A7IV-V",0.257,"Alp",,"Cep","north",27.414427000000003
"Cep",1,4,109492,210745,8465,"","21Zet Cep","",22.180908,58.201261,256.4103,13.35,4.49,3.39,"K1Ibv SB",1.558,"Zet",,"Cep","north",31.798738999999998
"Cep",1,5,112724,216228,8694,"","32Iot Cep","",22.82802,66.200408,35.3482,-66.1,-124.74,3.5,"K0III",1.053,"Iot",,"Cep","north",23.799592000000004
"Cep",1,6,116727,222404,8974,"Gl 903","35Gam Cep","Errai",23.65582,77.632276,14.1024,-48.85,127.18,3.21,"K1IV",1.031,"Gam",,"Cep","north",12.367723999999995
"Cet",1,1,12706,16970,804,"Gl 106.1A","86Gam Cet","Kaffaljidhma",2.721678,3.235818,24.4081,-146.43,-145.27,3.47,"A3V",0.093,"Gam",,"Cet","north",86.764182
"Cet",1,2,11484,15318,718,"","73Xi 2Cet","",2.469317,8.460054,59.2066,41.72,-14.46,4.3,"B9III",-0.053,"Xi-2",,"Cet","north",81.539946
"Cet",1,3,12828,17094,813,"GJ 9099","87Mu  Cet","",2.749039,10.114146,25.7732,285.17,-30.4,4.27,"F1III-IV",0.311,"Mu",,"Cet","north",79.885854
"Cet",1,4,13954,18604,896,"","91Lam Cet","",2.99525,8.907365,176.6784,9.22,-14.92,4.71,"B6III",-0.109,"Lam",,"Cet","north",81.092635
"Cet",1,5,14135,18884,911,"","92Alp Cet","Menkar",3.037992,4.089734,76.3942,-11.81,-78.76,2.54,"M2III",1.63,"Alp",,"Cet","north",85.91026600000001
"Cet",1,6,12706,16970,804,"Gl 106.1A","86Gam Cet","Kaffaljidhma",2.721678,3.235818,24.4081,-146.43,-145.27,3.47,"A3V",0.093,"Gam",,"Cet","north",86.764182
"Cet",1,7,12387,16582,779,"","82Del Cet","",2.658044,0.328511,199.2032,14.44,-2.53,4.08,"B2IV",-0.212,"Del",,"Cet","north",89.671489
"Cet",1,8,10826,14386,681,"","68Omi Cet","Mira",2.322442,-2.977643,91.659,10.33,-239.48,6.47,"M5e-M9e",0.966,"Omi",,"Cet","south",87.022357
"Cet",1,9,8645,11353,539,"","55Zet Cet","Baten Kaitos",1.857676,-10.335038,72.0461,38.78,-38.04,3.74,"K2III",1.136,"Zet",,"Cet","south",79.664962
"Cet",1,10,6537,8512,402,"","45The Cet","",1.40039,-8.183257,34.8918,-78.38,-206.88,3.6,"K0III",1.065,"The",,"Cet","south",81.816743
"Cet",1,11,5364,6805,334,"GJ 3075","31Eta Cet","",1.143164,-10.182264,37.9939,215.81,-138.33,3.46,"K2III",1.161,"Eta",,"Cet","south",79.817736
"Cet",1,12,3419,4128,188,"Gl 31","16Bet Cet","Diphda",0.72649,-17.986605,29.5334,232.79,32.71,2.04,"K0III",1.019,"Bet",,"Cet","south",72.013395
"Cet",1,13,6960,9132,433,"","48    Cet","",1.49337,-21.629339,71.3776,55.64,3.22,5.11,"A0V",0.028,"",,"Cet","south",68.370661
"Cet",1,14,9347,12274,585,"","59Ups Cet","",2.000084,-21.077831,89.7666,133.01,-24.53,3.99,"K5/M0III",1.554,"Ups",,"Cet","south",68.922169
"Cet",1,15,8645,11353,539,"","55Zet Cet","Baten Kaitos",1.857676,-10.335038,72.0461,38.78,-38.04,3.74,"K2III",1.136,"Zet",,"Cet","south",79.664962
"Cha",1,1,40702,71243,3318,"Gl 305","Alp Cha","",8.308703,-76.919722,19.5618,109.84,106.92,4.05,"F5III",0.413,"Alp",,"Cha","south",13.080278000000007
"Cha",1,2,40888,71701,3340,"","The Cha","",8.344115,-77.484477,47.619,-129.09,40.78,4.34,"K0III-IV",1.161,"The",,"Cha","south",12.515523000000002
"Cha",1,3,52595,93779,4231,"","Del1Cha","",10.754546,-80.469597,106.8376,-17.4,-30.3,5.46,"K0III",0.957,"Del-1",,"Cha","south",9.530403000000007
"Cha",1,4,60000,106911,4674,"","Bet Cha","",12.305812,-79.31224,91.4913,-38.07,12,4.24,"B5Vn",-0.123,"Bet",,"Cha","south",10.687759999999997
"Cha",1,5,51839,92305,4174,"","Gam Cha","",10.591166,-78.607786,128.041,-38,11.53,4.11,"M0III",1.58,"Gam",,"Cha","south",11.392213999999996
"Cha",1,6,40702,71243,3318,"Gl 305","Alp Cha","",8.308703,-76.919722,19.5618,109.84,106.92,4.05,"F5III",0.413,"Alp",,"Cha","south",13.080278000000007
"Cir",1,1,74824,135379,5670,"Gl 580.1","Bet Cir","",15.291917,-58.801208,30.553,-98.39,-135.46,4.07,"A3V",0.088,"Bet",,"Cir","south",31.198791999999997
"Cir",1,2,71908,128898,5463,"Gl 560A","Alp Cir","Xami",14.708492,-64.975138,16.57,-192.64,-234.07,3.18,"F1Vp",0.256,"Alp",,"Cir","south",25.024862
"Cir",1,3,75323,136415,5704,"","Gam Cir","",15.389625,-59.320787,137.5516,-10.29,-36.57,4.48,"B5III + F8",0.169,"Gam",,"Cir","south",30.679212999999997
"Cnc",1,1,44066,76756,3572,"","65Alp Cnc","Acubens",8.974784,11.857701,57.7367,41.45,-29.22,4.26,"A5m",0.141,"Alp",,"Cnc","north",78.142299
"Cnc",1,2,42911,74442,3461,"","47Del Cnc","Asellus Australis",8.74475,18.154309,40.032,-17.1,-228.46,3.94,"K0III",1.083,"Del",,"Cnc","north",71.845691
"Cnc",1,3,40526,69267,3249,"","17Bet Cnc","Tarf",8.275256,9.185545,93.0233,-46.8,-48.65,3.53,"K4III",1.481,"Bet",,"Cnc","north",80.814455
"Cnc",1,4,42911,74442,3461,"","47Del Cnc","Asellus Australis",8.74475,18.154309,40.032,-17.1,-228.46,3.94,"K0III",1.083,"Del",,"Cnc","north",71.845691
"Cnc",1,5,42806,74198,3449,"","43Gam Cnc","Asellus Borealis",8.721431,21.468501,55.5556,-106.94,-39.25,4.66,"A1IV",0.01,"Gam",,"Cnc","north",68.531499
"Cnc",1,6,43103,74739,3475,"","48Iot Cnc","",8.778284,28.759898,101.5228,-20.69,-43.95,4.03,"G8Iab:",1.007,"Iot",,"Cnc","north",61.240102
"Col",1,1,30277,44762,2296,"","Del Col","",6.368564,-33.4364,71.736,-24.19,-52.48,3.85,"G7II",0.858,"Del",,"Col","south",56.5636
"Col",1,2,29807,43785,2256,"","Kap Col","",6.275871,-35.140519,55.9597,0.39,87.58,4.37,"G8II",0.978,"Kap",,"Col","south",54.859481
"Col",1,3,28199,40494,2106,"","Gam Col","",5.958947,-35.28328,266.6667,-2.65,11.19,4.36,"B2.5IV",-0.165,"Gam",,"Col","south",54.71672
"Col",1,4,27628,39425,2040,"","Bet Col","Wazn",5.849329,-35.768309,26.7308,55.74,404.68,3.12,"K1.5III",1.146,"Bet",,"Col","south",54.231691
"Col",1,5,28328,40808,2120,"","Eta Col","",5.985778,-42.815135,144.7178,18.53,-11.45,3.96,"K0III",1.146,"Eta",,"Col","south",47.184865
"Col",1,6,27628,39425,2040,"","Bet Col","Wazn",5.849329,-35.768309,26.7308,55.74,404.68,3.12,"K1.5III",1.146,"Bet",,"Col","south",54.231691
"Col",1,7,26634,37795,1956,"","Alp Col","Phact",5.660817,-34.074108,80.1282,-0.1,-24.05,2.65,"B7IV",-0.12,"Alp",,"Col","south",55.925892
"Col",1,8,24659,34642,1743,"","Omi Col","",5.291411,-34.895207,32.4465,93.71,-336.53,4.81,"K0/K1III/IV",0.987,"Omi",,"Col","south",55.104793
"Com",1,1,64241,114378,4968,"Gl 501A","42Alp Com","Diadem",13.166469,17.529431,17.8253,-445.95,129.69,4.32,"F5V",0.455,"Alp",,"Com","north",72.470569
"Com",1,2,64394,114710,4983,"Gl 502","43Bet Com","",13.197904,27.878183,9.1291,-801.94,882.7,4.23,"G0V",0.572,"Bet",,"Com","north",62.121817
"Com",1,3,60742,108381,4737,"","15Gam Com","",12.448966,28.268423,51.2821,-83.41,-80.99,4.35,"K2IIICN+...",1.128,"Gam",,"Com","north",61.731577
"CrA",1,1,93174,175813,7152,"","Eps CrA","",18.978721,-37.107357,30.1841,-132.25,-110.45,4.83,"F3IV/V",0.396,"Eps",,"CrA","south",52.892643
"CrA",1,2,93825,177474,7226,"Gl 743.1A","Gam CrA","",19.106971,-37.063437,17.304,96.93,-279.67,4.23,"F7IV-V",0.523,"Gam",,"CrA","south",52.936563
"CrA",1,3,94114,178253,7254,"","Alp CrA","Meridiana",19.157869,-37.904474,38.432,85.73,-96.65,4.11,"A0/A1V",0.042,"Alp",,"CrA","south",52.095526
"CrA",1,4,94160,178345,7259,"","Bet CrA","",19.167154,-39.340796,145.3488,5.89,-36.78,4.1,"K0II/IIICN.",1.163,"Bet",,"CrA","south",50.659204
"CrA",1,5,94005,177873,7242,"","Del CrA","",19.139156,-40.496703,54.7345,48.05,-26.84,4.57,"K1III",1.07,"Del",,"CrA","south",49.503297
"CrA",1,6,93542,176638,7188,"","Zet CrA","",19.051907,-42.095105,59.2066,55.74,-45.33,4.74,"A0Vn",-0.027,"Zet",,"CrA","south",47.904895
"CrB",1,1,78493,143807,5971,"","14Iot CrB","",16.024047,29.851061,95.6023,-38.2,-6.9,4.98,"A0p...",-0.05,"Iot",,"CrB","north",60.148939
"CrB",1,2,78159,143107,5947,"","13Eps CrB","",15.959794,26.87788,67.8887,-76.55,-60.24,4.14,"K3III",1.231,"Eps",,"CrB","north",63.122119999999995
"CrB",1,3,77512,141714,5889,"","10Del CrB","",15.82657,26.068394,52.1376,-79.85,-63.78,4.59,"G5III-IV",0.794,"Del",,"CrB","north",63.931606
"CrB",1,4,76952,140436,5849,"","8Gam CrB","",15.712381,26.295637,44.7828,-112.52,50.7,3.81,"A1Vs",0.02,"Gam",,"CrB","north",63.704363
"CrB",1,5,76267,139006,5793,"","5Alp CrB","Alphecca",15.578128,26.714693,23.0097,120.38,-89.44,2.22,"A0V",0.032,"Alp",,"CrB","north",63.285307
"CrB",1,6,75695,137909,5747,"","3Bet CrB","Nusakan",15.463818,29.105703,34.2818,-181.39,86.84,3.66,"F0p",0.319,"Bet",,"CrB","north",60.894297
"CrB",1,7,76127,138749,5778,"","4The CrB","",15.548829,31.359133,115.0748,-19.62,-8.94,4.14,"B6Vnn",-0.127,"The",,"CrB","north",58.640867
"Crt",1,1,58188,103632,4567,"","30Eta Crt","",11.933599,-17.150829,77.101,-49.07,-8.23,5.17,"A0V",-0.022,"Eta",,"Crt","south",72.849171
